district,case_number,date,party,fine,n_fines,days_since_covid,case_type
CANADIAN,CF-2016-00163,2017-05-23,16129703,1100,3,-1028,CF
CANADIAN,CF-2016-00164,2017-09-21,16472257,1500,1,-907,CF
CANADIAN,CF-2016-00165,2017-01-24,2292762,50,1,-1147,CF
CANADIAN,CF-2016-00166,2017-10-02,16472323,50,1,-896,CF
CANADIAN,CF-2016-00168,2016-09-22,14527511,50,1,-1271,CF
CANADIAN,CF-2016-00169,2017-10-18,10365799,150,1,-880,CF
CANADIAN,CF-2016-00176,2016-04-26,13872146,100,1,-1420,CF
CANADIAN,CF-2016-00177,2016-09-23,16473405,500,1,-1270,CF
CANADIAN,CF-2016-00178,2017-10-18,10365799,225,2,-880,CF
CANADIAN,CF-2016-00179,2016-08-17,14818950,195,2,-1307,CF
CANADIAN,CF-2016-00181,2019-04-16,16466996,100,1,-335,CF
CANADIAN,CF-2016-00182,2016-09-26,16476644,300,1,-1267,CF
CANADIAN,CF-2016-00183,2017-08-30,16479170,45,1,-929,CF
CANADIAN,CF-2016-00185,2018-03-14,16479435,200,2,-733,CF
CANADIAN,CF-2016-00189,2016-10-14,16481471,150,1,-1249,CF
CANADIAN,CF-2016-00193,2016-04-11,16482025,50,1,-1435,CF
CANADIAN,CF-2016-00197,2016-07-19,15858338,50,1,-1336,CF
CANADIAN,CF-2016-00198,2016-06-21,16482125,50,1,-1364,CF
CANADIAN,CF-2016-00200,2017-04-11,16464189,50,1,-1070,CF
CANADIAN,CF-2016-00201,2016-08-29,16482512,200,1,-1295,CF
CANADIAN,CF-2016-00202,2019-01-08,16482556,2600,2,-433,CF
CANADIAN,CF-2016-00205,2018-12-21,16485688,500,1,-451,CF
CANADIAN,CF-2016-00207,2016-03-29,15210389,170,4,-1448,CF
CANADIAN,CF-2016-00209,2017-03-02,13825242,100,2,-1110,CF
CANADIAN,CF-2016-00211,2016-04-18,15258990,35,1,-1428,CF
CANADIAN,CF-2016-00214,2016-08-29,16487966,50,1,-1295,CF
CANADIAN,CF-2016-00215,2016-04-20,16455720,600,6,-1426,CF
CANADIAN,CF-2016-00223,2016-05-25,16491655,100,1,-1391,CF
CANADIAN,CF-2016-00229,2016-05-09,16493003,400,4,-1407,CF
CANADIAN,CF-2016-00235,2016-06-21,16496599,500,3,-1364,CF
CANADIAN,CF-2016-00236,2016-07-01,16496646,300,3,-1354,CF
CANADIAN,CF-2016-00238,2016-06-21,16495130,225,2,-1364,CF
CANADIAN,CF-2016-00240,2017-01-24,15807420,200,2,-1147,CF
CANADIAN,CF-2016-00241,2019-01-10,11088414,45,1,-431,CF
CANADIAN,CF-2016-00243,2016-04-26,5519261,500,1,-1420,CF
CANADIAN,CF-2016-00244,2017-11-27,15180310,150,1,-840,CF
CANADIAN,CF-2016-00249,2016-06-29,16505935,200,1,-1356,CF
CANADIAN,CF-2016-00251,2017-02-13,15064481,150,1,-1127,CF
CANADIAN,CF-2016-00253,2018-06-20,16505975,300,2,-635,CF
CANADIAN,CF-2016-00254,2016-08-22,16506023,600,2,-1302,CF
CANADIAN,CF-2016-00255,2016-08-22,16506038,600,2,-1302,CF
CANADIAN,CF-2016-00258,2016-05-23,16255362,225,2,-1393,CF
CANADIAN,CF-2016-00259,2016-06-13,15633778,500,1,-1372,CF
CANADIAN,CF-2016-00261,2017-08-29,16800821,200,1,-930,CF
CANADIAN,CF-2016-00263,2016-10-27,16511322,100,1,-1236,CF
CANADIAN,CF-2016-00268,2016-06-17,15717568,300,3,-1368,CF
CANADIAN,CF-2016-00269,2017-08-24,16512755,200,1,-935,CF
CANADIAN,CF-2016-00270,2016-06-17,16512817,100,1,-1368,CF
CANADIAN,CF-2016-00274,2018-11-15,13101113,100,2,-487,CF
CANADIAN,CF-2016-00275,2016-05-25,1115520,200,2,-1391,CF
CANADIAN,CF-2016-00276,2016-05-10,16515129,200,2,-1406,CF
CANADIAN,CF-2016-00280,2016-05-09,16515164,80,2,-1407,CF
CANADIAN,CF-2016-00282,2017-07-17,16517746,250,1,-973,CF
CANADIAN,CF-2016-00285,2017-01-20,16520318,50,1,-1151,CF
CANADIAN,CF-2016-00286,2016-09-06,16520322,350,3,-1287,CF
CANADIAN,CF-2016-00289,2016-06-03,16520356,100,1,-1382,CF
CANADIAN,CF-2016-00290,2017-12-20,8650034,50,1,-817,CF
CANADIAN,CF-2016-00292,2016-08-02,16344604,250,1,-1322,CF
CANADIAN,CF-2016-00295,2018-08-08,15240831,135,3,-586,CF
CANADIAN,CF-2016-00296,2016-05-13,16522764,80,2,-1403,CF
CANADIAN,CF-2016-00298,2019-10-17,16524089,80,2,-151,CF
CANADIAN,CF-2016-00299,2017-06-22,1113304,1000,1,-998,CF
CANADIAN,CF-2016-00300,2017-09-22,16523460,200,2,-906,CF
CANADIAN,CF-2016-00306,2017-03-29,16526557,150,1,-1083,CF
CANADIAN,CF-2016-00307,2016-06-17,16529227,45,1,-1368,CF
CANADIAN,CF-2016-00310,2020-03-03,16531404,100,2,-13,CF
CANADIAN,CF-2016-00313,2017-06-09,9332775,80,2,-1011,CF
CANADIAN,CF-2016-00317,2016-06-02,16535175,150,3,-1383,CF
CANADIAN,CF-2016-00321,2017-06-01,16541603,150,1,-1019,CF
CANADIAN,CF-2016-00323,2019-01-22,16543208,45,1,-419,CF
CANADIAN,CF-2016-00324,2019-06-04,16543312,50,1,-286,CF
CANADIAN,CF-2016-00325,2017-01-24,16543327,45,1,-1147,CF
CANADIAN,CF-2016-00328,2018-02-07,16543351,90,2,-768,CF
CANADIAN,CF-2016-00329,2016-09-26,16530400,150,1,-1267,CF
CANADIAN,CF-2016-00331,2018-01-24,16543396,250,1,-782,CF
CANADIAN,CF-2016-00332,2016-10-17,16543403,90,2,-1246,CF
CANADIAN,CF-2016-00337,2017-09-12,16547132,50,1,-916,CF
CANADIAN,CF-2016-00338,2016-06-06,16547243,50,1,-1379,CF
CANADIAN,CF-2016-00342,2017-08-30,16547043,100,1,-929,CF
CANADIAN,CF-2016-00346,2016-09-06,16377576,45,1,-1287,CF
CANADIAN,CF-2016-00347,2016-08-17,16548688,90,2,-1307,CF
CANADIAN,CF-2016-00349,2016-10-27,16548723,100,2,-1236,CF
CANADIAN,CF-2016-00350,2019-08-22,16548817,80,2,-207,CF
CANADIAN,CF-2016-00352,2017-11-03,16550503,450,3,-864,CF
CANADIAN,CF-2016-00353,2016-06-16,16550579,100,2,-1369,CF
CANADIAN,CF-2016-00354,2016-08-01,16551317,150,4,-1323,CF
CANADIAN,CF-2016-00355,2017-01-20,16551325,115,3,-1151,CF
CANADIAN,CF-2016-00359,2017-03-06,16552016,115,3,-1106,CF
CANADIAN,CF-2016-00361,2019-03-08,15884125,200,2,-374,CF
CANADIAN,CF-2016-00364,2017-09-21,16555948,150,1,-907,CF
CANADIAN,CF-2016-00366,2018-07-17,1111363,300,2,-608,CF
CANADIAN,CF-2016-00367,2019-12-18,16396079,300,2,-89,CF
CANADIAN,CF-2016-00368,2017-08-17,16556072,600,2,-942,CF
CANADIAN,CF-2016-00369,2016-08-02,16557320,150,1,-1322,CF
CANADIAN,CF-2016-00370,2018-01-12,16557330,300,2,-794,CF
CANADIAN,CF-2016-00372,2017-03-09,16557371,50,1,-1103,CF
CANADIAN,CF-2016-00375,2016-07-13,16558563,200,2,-1342,CF
CANADIAN,CF-2016-00376,2017-11-02,9096386,300,2,-865,CF
CANADIAN,CF-2016-00377,2018-01-18,16559623,700,3,-788,CF
CANADIAN,CF-2016-00378,2017-10-20,16559760,400,4,-878,CF
CANADIAN,CF-2016-00379,2017-03-10,10169646,750,5,-1102,CF
CANADIAN,CF-2016-00380,2017-03-10,15115001,750,5,-1102,CF
CANADIAN,CF-2016-00383,2016-12-13,16291689,100,2,-1189,CF
CANADIAN,CF-2016-00384,2016-07-22,16563835,250,1,-1333,CF
CANADIAN,CF-2016-00386,2016-10-25,16564354,150,1,-1238,CF
CANADIAN,CF-2016-00387,2016-09-27,16564517,50,1,-1266,CF
CANADIAN,CF-2016-00388,2019-01-17,16561961,80,2,-424,CF
CANADIAN,CF-2016-00389,2016-10-24,16567037,170,4,-1239,CF
CANADIAN,CF-2016-00391,2016-11-09,16567046,400,4,-1223,CF
CANADIAN,CF-2016-00393,2017-11-20,12866116,200,1,-847,CF
CANADIAN,CF-2016-00394,2019-01-17,16561961,80,2,-424,CF
CANADIAN,CF-2016-00396,2019-01-17,14096573,100,2,-424,CF
CANADIAN,CF-2016-00397,2019-04-25,16567196,80,2,-326,CF
CANADIAN,CF-2016-00399,2017-02-22,14455982,250,1,-1118,CF
CANADIAN,CF-2016-00400,2017-08-30,9609704,80,2,-929,CF
CANADIAN,CF-2016-00401,2017-07-14,12300359,550,2,-976,CF
CANADIAN,CF-2016-00402,2016-09-07,15870157,600,2,-1286,CF
CANADIAN,CF-2016-00406,2017-01-27,16570951,150,1,-1144,CF
CANADIAN,CF-2016-00409,2016-06-30,16574181,100,2,-1355,CF
CANADIAN,CF-2016-00413,2016-11-18,15379945,150,1,-1214,CF
CANADIAN,CF-2016-00414,2020-03-05,778225,45,1,-11,CF
CANADIAN,CF-2016-00417,2016-11-07,16577403,150,1,-1225,CF
CANADIAN,CF-2016-00418,2017-04-05,16578968,100,2,-1076,CF
CANADIAN,CF-2016-00420,2019-01-23,16270169,250,1,-418,CF
CANADIAN,CF-2016-00425,2016-06-20,13559846,50,1,-1365,CF
CANADIAN,CF-2016-00426,2016-11-30,15759417,150,1,-1202,CF
CANADIAN,CF-2016-00432,2016-10-24,16585187,250,2,-1239,CF
CANADIAN,CF-2016-00434,2019-04-26,16586514,150,1,-325,CF
CANADIAN,CF-2016-00443,2017-01-27,16590232,225,2,-1144,CF
CANADIAN,CF-2016-00448,2016-10-26,16590636,100,1,-1237,CF
CANADIAN,CF-2016-00450,2016-07-13,16592533,80,2,-1342,CF
CANADIAN,CF-2016-00451,2016-07-28,16592638,50,1,-1327,CF
CANADIAN,CF-2016-00452,2018-05-11,16592651,80,2,-675,CF
CANADIAN,CF-2016-00454,2017-02-23,16593314,250,2,-1117,CF
CANADIAN,CF-2016-00455,2017-12-04,16593342,100,2,-833,CF
CANADIAN,CF-2016-00459,2018-06-06,12772111,50,1,-649,CF
CANADIAN,CF-2016-00460,2016-08-24,16595543,80,2,-1300,CF
CANADIAN,CF-2016-00462,2017-11-17,15144624,100,2,-850,CF
CANADIAN,CF-2016-00463,2017-11-17,15144624,50,1,-850,CF
CANADIAN,CF-2016-00465,2016-08-24,16595543,45,1,-1300,CF
CANADIAN,CF-2016-00469,2017-02-10,16596746,50,1,-1130,CF
CANADIAN,CF-2016-00474,2017-10-30,16601574,80,2,-868,CF
CANADIAN,CF-2016-00476,2017-02-17,16601862,100,1,-1123,CF
CANADIAN,CF-2016-00478,2016-11-15,16595430,150,1,-1217,CF
CANADIAN,CF-2016-00479,2018-11-15,13101113,100,2,-487,CF
CANADIAN,CF-2016-00484,2017-03-29,16610408,250,2,-1083,CF
CANADIAN,CF-2016-00485,2016-10-17,16410652,100,1,-1246,CF
CANADIAN,CF-2016-00486,2018-01-18,16612322,600,3,-788,CF
CANADIAN,CF-2016-00488,2017-10-11,16614183,35,1,-887,CF
CANADIAN,CF-2016-00489,2019-07-11,16614238,200,1,-249,CF
CANADIAN,CF-2016-00490,2017-05-23,16614257,400,2,-1028,CF
CANADIAN,CF-2016-00492,2016-10-07,16614276,205,5,-1256,CF
CANADIAN,CF-2016-00494,2016-11-21,6759083,50,1,-1211,CF
CANADIAN,CF-2016-00496,2017-04-21,16615497,250,1,-1060,CF
CANADIAN,CF-2016-00498,2017-07-12,15829822,300,3,-978,CF
CANADIAN,CF-2016-00499,2017-04-05,14170870,125,3,-1076,CF
CANADIAN,CF-2016-00503,2018-04-18,16624423,250,1,-698,CF
CANADIAN,CF-2016-00504,2017-01-26,12617003,200,1,-1145,CF
CANADIAN,CF-2016-00506,2017-01-20,16624434,550,2,-1151,CF
CANADIAN,CF-2016-00508,2016-08-02,16624477,600,3,-1322,CF
CANADIAN,CF-2016-00509,2016-08-02,16557320,200,2,-1322,CF
CANADIAN,CF-2016-00510,2016-08-02,16625138,200,2,-1322,CF
CANADIAN,CF-2016-00511,2018-02-13,14024616,250,1,-762,CF
CANADIAN,CF-2016-00513,2017-04-25,16625625,600,2,-1056,CF
CANADIAN,CF-2016-00515,2018-06-19,15953642,300,2,-636,CF
CANADIAN,CF-2016-00516,2020-10-07,16625632,150,3,205,CF
CANADIAN,CF-2016-00517,2018-09-25,16021633,300,3,-538,CF
CANADIAN,CF-2016-00518,2019-03-07,16625639,80,2,-375,CF
CANADIAN,CF-2016-00519,2017-04-26,16625648,700,3,-1055,CF
CANADIAN,CF-2016-00521,2016-11-29,16468584,550,2,-1203,CF
CANADIAN,CF-2016-00523,2018-03-16,14705471,700,3,-731,CF
CANADIAN,CF-2016-00526,2017-03-16,16627920,195,5,-1096,CF
CANADIAN,CF-2016-00527,2017-09-01,16627925,1000,1,-927,CF
CANADIAN,CF-2016-00528,2018-02-16,12056338,200,1,-759,CF
CANADIAN,CF-2016-00530,2019-01-04,16627985,115,3,-437,CF
CANADIAN,CF-2016-00533,2016-11-29,16629227,250,2,-1203,CF
CANADIAN,CF-2016-00537,2016-10-07,16630649,200,2,-1256,CF
CANADIAN,CF-2016-00540,2016-08-08,16636244,450,2,-1316,CF
CANADIAN,CF-2016-00542,2016-08-11,16639395,80,2,-1313,CF
CANADIAN,CF-2016-00544,2017-02-17,16190072,45,1,-1123,CF
CANADIAN,CF-2016-00546,2017-10-30,16639549,325,3,-868,CF
CANADIAN,CF-2016-00547,2020-10-22,16639546,50,1,220,CF
CANADIAN,CF-2016-00548,2019-01-29,16639887,350,2,-412,CF
CANADIAN,CF-2016-00549,2016-10-07,16639903,100,1,-1256,CF
CANADIAN,CF-2016-00550,2018-04-17,16640591,200,2,-699,CF
CANADIAN,CF-2016-00551,2019-01-10,9319493,45,1,-431,CF
CANADIAN,CF-2016-00553,2017-12-05,16644526,50,1,-832,CF
CANADIAN,CF-2016-00561,2018-02-20,16649855,250,1,-755,CF
CANADIAN,CF-2016-00563,2017-07-14,16654186,200,4,-976,CF
CANADIAN,CF-2016-00567,2017-06-01,16654293,250,2,-1019,CF
CANADIAN,CF-2016-00569,2016-11-07,16654921,50,1,-1225,CF
CANADIAN,CF-2016-00570,2016-08-29,9586154,80,2,-1295,CF
CANADIAN,CF-2016-00573,2017-01-04,16654930,250,2,-1167,CF
CANADIAN,CF-2016-00574,2017-02-27,16654958,225,2,-1113,CF
CANADIAN,CF-2016-00579,2017-01-26,16658712,80,2,-1145,CF
CANADIAN,CF-2016-00581,2018-04-24,776241,150,1,-692,CF
CANADIAN,CF-2016-00588,2016-09-09,16661735,50,1,-1284,CF
CANADIAN,CF-2016-00589,2018-03-19,16661736,200,1,-728,CF
CANADIAN,CF-2016-00590,2017-01-06,16661737,135,3,-1165,CF
CANADIAN,CF-2016-00591,2018-05-04,16661739,200,2,-682,CF
CANADIAN,CF-2016-00596,2017-06-09,16663739,100,1,-1011,CF
CANADIAN,CF-2016-00597,2017-05-19,16663767,150,1,-1032,CF
CANADIAN,CF-2016-00598,2016-12-01,13193488,150,1,-1201,CF
CANADIAN,CF-2016-00599,2017-04-20,16666213,250,3,-1061,CF
CANADIAN,CF-2016-00601,2016-11-10,7409721,100,2,-1222,CF
CANADIAN,CF-2016-00603,2018-12-06,16666223,80,2,-466,CF
CANADIAN,CF-2016-00604,2016-09-06,16666254,45,1,-1287,CF
CANADIAN,CF-2016-00605,2016-08-31,15536226,80,2,-1293,CF
CANADIAN,CF-2016-00606,2016-08-31,16666377,1000,2,-1293,CF
CANADIAN,CF-2016-00607,2016-09-19,16668541,80,2,-1274,CF
CANADIAN,CF-2016-00609,2018-07-09,16668687,150,1,-616,CF
CANADIAN,CF-2016-00610,2016-11-08,16668704,50,1,-1224,CF
CANADIAN,CF-2016-00611,2018-02-15,16668729,100,1,-760,CF
CANADIAN,CF-2016-00613,2016-10-24,16567037,170,4,-1239,CF
CANADIAN,CF-2016-00617,2019-03-12,16671497,300,3,-370,CF
CANADIAN,CF-2016-00620,2016-08-30,11087024,115,3,-1294,CF
CANADIAN,CF-2016-00621,2016-09-27,16674663,300,3,-1266,CF
CANADIAN,CF-2016-00622,2017-10-25,16674668,200,2,-873,CF
CANADIAN,CF-2016-00623,2017-11-17,14322497,50,1,-850,CF
CANADIAN,CF-2016-00623,2017-11-27,14322497,50,1,-840,CF
CANADIAN,CF-2016-00624,2016-09-22,16674880,300,2,-1271,CF
CANADIAN,CF-2016-00626,2016-09-23,16678750,100,2,-1270,CF
CANADIAN,CF-2016-00628,2018-02-20,16679431,250,1,-755,CF
CANADIAN,CF-2016-00630,2017-10-27,16521328,700,3,-871,CF
CANADIAN,CF-2016-00633,2017-02-17,16681228,250,1,-1123,CF
CANADIAN,CF-2016-00635,2018-03-21,14215061,45,1,-726,CF
CANADIAN,CF-2016-00636,2017-07-14,7629257,80,2,-976,CF
CANADIAN,CF-2016-00637,2016-09-27,1116748,250,1,-1266,CF
CANADIAN,CF-2016-00638,2017-05-18,16637376,500,1,-1033,CF
CANADIAN,CF-2016-00641,2016-11-29,16151954,300,3,-1203,CF
CANADIAN,CF-2016-00642,2016-09-27,16683484,400,2,-1266,CF
CANADIAN,CF-2016-00643,2016-11-08,16683489,100,2,-1224,CF
CANADIAN,CF-2016-00645,2016-09-27,16687587,50,1,-1266,CF
CANADIAN,CF-2016-00646,2018-02-26,16687596,100,2,-749,CF
CANADIAN,CF-2016-00648,2017-07-28,16628884,100,1,-962,CF
CANADIAN,CF-2016-00649,2018-05-02,15526069,350,2,-684,CF
CANADIAN,CF-2016-00656,2018-04-27,9863501,300,2,-689,CF
CANADIAN,CF-2016-00660,2017-11-20,12858977,300,2,-847,CF
CANADIAN,CF-2016-00661,2018-11-02,16689297,600,2,-500,CF
CANADIAN,CF-2016-00665,2016-10-14,16689961,150,1,-1249,CF
CANADIAN,CF-2016-00667,2020-09-23,16689982,200,1,191,CF
CANADIAN,CF-2016-00669,2017-02-10,16691733,600,2,-1130,CF
CANADIAN,CF-2016-00671,2017-08-17,16691761,250,2,-942,CF
CANADIAN,CF-2016-00675,2016-09-22,16076240,90,2,-1271,CF
CANADIAN,CF-2016-00676,2016-09-26,13496512,100,1,-1267,CF
CANADIAN,CF-2016-00677,2017-08-02,16696562,150,1,-957,CF
CANADIAN,CF-2016-00679,2016-09-02,16696634,500,1,-1291,CF
CANADIAN,CF-2016-00683,2017-02-27,16696718,250,1,-1113,CF
CANADIAN,CF-2016-00686,2016-10-14,16148070,100,2,-1249,CF
CANADIAN,CF-2016-00688,2019-02-14,15755301,300,2,-396,CF
CANADIAN,CF-2016-00690,2019-08-01,16702326,100,1,-228,CF
CANADIAN,CF-2016-00698,2017-03-21,16704687,450,3,-1091,CF
CANADIAN,CF-2016-00699,2017-03-22,16705714,1000,2,-1090,CF
CANADIAN,CF-2016-00700,2018-05-31,16705723,200,2,-655,CF
CANADIAN,CF-2016-00704,2017-01-17,761223,80,2,-1154,CF
CANADIAN,CF-2016-00705,2017-07-31,6789254,350,2,-959,CF
CANADIAN,CF-2016-00707,2017-04-18,16706686,100,1,-1063,CF
CANADIAN,CF-2016-00709,2016-10-19,16706709,100,2,-1244,CF
CANADIAN,CF-2016-00712,2017-06-01,13913150,150,1,-1019,CF
CANADIAN,CF-2016-00713,2017-06-01,13913150,225,2,-1019,CF
CANADIAN,CF-2016-00714,2016-10-18,16707350,80,2,-1245,CF
CANADIAN,CF-2016-00715,2017-08-15,16707361,50,1,-944,CF
CANADIAN,CF-2016-00716,2017-05-18,16707466,200,1,-1033,CF
CANADIAN,CF-2016-00720,2016-12-16,16708527,150,1,-1186,CF
CANADIAN,CF-2016-00721,2017-02-07,16446654,200,4,-1133,CF
CANADIAN,CF-2016-00723,2018-08-03,16708623,200,2,-591,CF
CANADIAN,CF-2016-00725,2016-11-01,9538724,100,2,-1231,CF
CANADIAN,CF-2016-00730,2016-10-24,16713648,80,2,-1239,CF
CANADIAN,CF-2016-00731,2017-09-28,16713658,500,2,-900,CF
CANADIAN,CF-2016-00732,2018-09-26,16713675,100,1,-537,CF
CANADIAN,CF-2016-00735,2017-08-25,16715095,125,3,-934,CF
CANADIAN,CF-2016-00740,2018-03-14,16716600,200,1,-733,CF
CANADIAN,CF-2016-00742,2019-01-17,16561961,45,1,-424,CF
CANADIAN,CF-2016-00745,2016-11-09,6756613,115,3,-1223,CF
CANADIAN,CF-2016-00747,2018-12-13,16104384,115,3,-459,CF
CANADIAN,CF-2016-00749,2016-10-17,16720740,160,4,-1246,CF
CANADIAN,CF-2016-00752,2018-04-24,16722341,1000,1,-692,CF
CANADIAN,CF-2016-00753,2016-11-29,14896585,225,3,-1203,CF
CANADIAN,CF-2016-00754,2017-08-30,10272747,150,1,-929,CF
CANADIAN,CF-2016-00755,2018-07-31,16724357,45,1,-594,CF
CANADIAN,CF-2016-00760,2016-09-23,16655288,50,1,-1270,CF
CANADIAN,CF-2016-00762,2018-09-19,16725867,500,2,-544,CF
CANADIAN,CF-2016-00769,2016-10-18,16197388,80,2,-1245,CF
CANADIAN,CF-2016-00773,2018-09-07,16734952,350,2,-556,CF
CANADIAN,CF-2016-00777,2017-04-21,15545908,100,2,-1060,CF
CANADIAN,CF-2016-00781,2018-03-15,15718011,150,3,-732,CF
CANADIAN,CF-2016-00782,2018-01-19,14150692,100,1,-787,CF
CANADIAN,CF-2016-00784,2016-12-15,16741480,250,2,-1187,CF
CANADIAN,CF-2016-00787,2018-02-28,15232391,50,1,-747,CF
CANADIAN,CF-2016-00789,2018-03-15,16746565,100,1,-732,CF
CANADIAN,CF-2016-00790,2016-11-07,16746573,35,1,-1225,CF
CANADIAN,CF-2016-00791,2018-05-09,16746580,200,1,-677,CF
CANADIAN,CF-2016-00792,2017-05-22,16746600,50,1,-1029,CF
CANADIAN,CF-2016-00793,2016-12-01,16748653,150,2,-1201,CF
CANADIAN,CF-2016-00799,2017-03-23,16749235,400,2,-1089,CF
CANADIAN,CF-2016-00800,2018-01-24,10308668,200,2,-782,CF
CANADIAN,CF-2016-00803,2018-03-21,16749265,45,1,-726,CF
CANADIAN,CF-2016-00804,2018-03-15,16746565,300,3,-732,CF
CANADIAN,CF-2016-00805,2016-11-21,16625650,700,3,-1211,CF
CANADIAN,CF-2016-00806,2017-04-18,16750624,300,6,-1063,CF
CANADIAN,CF-2016-00807,2016-12-01,16748653,50,1,-1201,CF
CANADIAN,CF-2016-00808,2016-11-30,16750645,80,2,-1202,CF
CANADIAN,CF-2016-00809,2016-11-30,16750652,85,2,-1202,CF
CANADIAN,CF-2016-00811,2018-08-29,16750786,115,3,-565,CF
CANADIAN,CF-2016-00814,2017-04-18,16753592,100,1,-1063,CF
CANADIAN,CF-2016-00817,2018-10-24,16755122,250,3,-509,CF
CANADIAN,CF-2016-00818,2018-10-24,16755122,150,1,-509,CF
CANADIAN,CF-2016-00819,2017-09-29,16755223,150,2,-899,CF
CANADIAN,CF-2016-00822,2019-05-30,16759842,170,4,-291,CF
CANADIAN,CF-2016-00823,2017-01-11,16759857,150,1,-1160,CF
CANADIAN,CF-2016-00824,2017-11-02,16763772,750,3,-865,CF
CANADIAN,CF-2016-00826,2018-03-02,16673938,50,1,-745,CF
CANADIAN,CF-2016-00827,2018-12-06,14612859,200,2,-466,CF
CANADIAN,CF-2016-00828,2019-02-14,15755301,300,2,-396,CF
CANADIAN,CF-2016-00830,2017-11-06,16764106,300,2,-861,CF
CANADIAN,CF-2016-00834,2018-08-21,16756686,150,1,-573,CF
CANADIAN,CF-2016-00834,2018-08-27,16756686,100,1,-567,CF
CANADIAN,CF-2016-00835,2018-02-12,16766952,100,1,-763,CF
CANADIAN,CF-2016-00836,2019-01-25,16766966,5100,2,-416,CF
CANADIAN,CF-2016-00837,2018-01-04,16768093,200,2,-802,CF
CANADIAN,CF-2016-00838,2016-12-01,16768100,600,2,-1201,CF
CANADIAN,CF-2016-00839,2016-11-09,16381311,50,1,-1223,CF
CANADIAN,CF-2016-00840,2017-02-27,16087061,80,2,-1113,CF
CANADIAN,CF-2016-00842,2017-05-26,16773561,100,1,-1025,CF
CANADIAN,CF-2016-00845,2017-02-13,16773599,250,1,-1127,CF
CANADIAN,CF-2016-00846,2016-12-14,16773897,85,2,-1188,CF
CANADIAN,CF-2016-00847,2017-08-22,16775737,150,1,-937,CF
CANADIAN,CF-2016-00848,2018-05-18,16775769,150,1,-668,CF
CANADIAN,CF-2016-00849,2017-06-28,16775827,500,1,-992,CF
CANADIAN,CF-2016-00850,2017-07-11,15906339,500,5,-979,CF
CANADIAN,CF-2016-00851,2018-01-29,16776157,150,1,-777,CF
CANADIAN,CF-2016-00852,2018-09-07,16776186,1000,1,-556,CF
CANADIAN,CF-2016-00853,2018-03-16,14705471,500,1,-731,CF
CANADIAN,CF-2016-00857,2016-12-07,16776478,80,2,-1195,CF
CANADIAN,CF-2016-00861,2016-12-12,16777688,50,1,-1190,CF
CANADIAN,CF-2016-00864,2018-04-02,16782334,250,1,-714,CF
CANADIAN,CF-2016-00865,2017-04-19,16782363,200,2,-1062,CF
CANADIAN,CF-2016-00866,2020-02-18,16782771,50,1,-27,CF
CANADIAN,CF-2016-00869,2018-10-26,12744146,80,2,-507,CF
CANADIAN,CF-2016-00871,2016-12-09,13761002,200,3,-1193,CF
CANADIAN,CF-2016-00872,2020-10-07,11086851,100,2,205,CF
CANADIAN,CF-2016-00873,2018-01-18,16782803,200,2,-788,CF
CANADIAN,CF-2016-00874,2018-01-29,6825343,150,1,-777,CF
CANADIAN,CF-2016-00875,2017-02-02,16784135,200,2,-1138,CF
CANADIAN,CF-2016-00876,2018-09-20,13736077,750,3,-543,CF
CANADIAN,CF-2016-00877,2016-12-07,16784177,50,1,-1195,CF
CANADIAN,CF-2016-00878,2017-03-07,16781663,250,5,-1105,CF
CANADIAN,CF-2016-00882,2018-03-16,16786060,50,1,-731,CF
CANADIAN,CF-2016-00882,2018-03-21,16786060,50,1,-726,CF
CANADIAN,CF-2016-00887,2017-07-20,16788438,100,1,-970,CF
CANADIAN,CF-2016-00888,2017-07-20,16788673,200,2,-970,CF
CANADIAN,CF-2016-00889,2017-09-01,16788692,300,1,-927,CF
CANADIAN,CF-2016-00890,2016-12-21,795811,50,1,-1181,CF
CANADIAN,CF-2016-00891,2017-01-03,16789466,250,3,-1168,CF
CANADIAN,CF-2016-00892,2017-01-03,16789466,200,2,-1168,CF
CANADIAN,CF-2016-00898,2017-06-19,16793768,100,1,-1001,CF
CANADIAN,CF-2016-00901,2017-03-24,16797832,150,3,-1088,CF
CANADIAN,CF-2016-00907,2019-04-18,16798702,80,2,-333,CF
CANADIAN,CF-2016-00908,2017-08-24,13590328,200,2,-935,CF
CANADIAN,CF-2016-00912,2017-10-27,16801036,150,1,-871,CF
CANADIAN,CF-2016-00914,2017-05-17,16801708,250,1,-1034,CF
CANADIAN,CF-2016-00915,2017-01-06,16804325,850,4,-1165,CF
CANADIAN,CF-2016-00917,2017-01-05,16804470,100,1,-1166,CF
CANADIAN,CF-2016-00918,2017-01-05,16804522,50,1,-1166,CF
CANADIAN,CF-2016-00921,2019-03-07,16372485,80,2,-375,CF
CANADIAN,CF-2016-00922,2017-01-05,16804902,80,2,-1166,CF
CANADIAN,CF-2016-00924,2017-10-19,16804945,300,2,-879,CF
CANADIAN,CF-2016-00925,2019-02-14,12115692,300,2,-396,CF
CANADIAN,CF-2016-00926,2017-10-09,16805007,350,3,-889,CF
CANADIAN,CF-2016-00928,2018-05-18,16422058,350,2,-668,CF
CANADIAN,CF-2016-00932,2018-06-08,16807567,200,2,-647,CF
CANADIAN,CF-2016-00934,2019-05-03,7530049,95,2,-318,CF
