district,case_number,date,party,fine,n_fines,days_since_covid,case_type
OKLAHOMA,CF-2017-02128,2017-07-03,16950391,20,1,-987,CF
OKLAHOMA,CF-2017-02129,2019-01-23,16950398,50,1,-418,CF
OKLAHOMA,CF-2017-02130,2017-04-25,16950409,100,1,-1056,CF
OKLAHOMA,CF-2017-02134,2018-01-17,16950445,100,1,-789,CF
OKLAHOMA,CF-2017-02135,2017-11-07,16950449,50,1,-860,CF
OKLAHOMA,CF-2017-02140,2019-06-24,16950654,50,1,-266,CF
OKLAHOMA,CF-2017-02142,2018-01-19,16950776,100,1,-787,CF
OKLAHOMA,CF-2017-02143,2017-07-07,16951305,50,1,-983,CF
OKLAHOMA,CF-2017-02144,2017-04-18,16951311,30,1,-1063,CF
OKLAHOMA,CF-2017-02145,2017-09-25,16951313,50,1,-903,CF
OKLAHOMA,CF-2017-02146,2018-01-09,16951780,100,1,-797,CF
OKLAHOMA,CF-2017-02147,2017-08-23,16951839,200,2,-936,CF
OKLAHOMA,CF-2017-02151,2019-06-12,16951884,200,2,-278,CF
OKLAHOMA,CF-2017-02158,2017-08-07,16951941,45,1,-952,CF
OKLAHOMA,CF-2017-02160,2018-01-17,16951965,100,1,-789,CF
OKLAHOMA,CF-2017-02161,2018-05-02,16951964,500,1,-684,CF
OKLAHOMA,CF-2017-02162,2018-03-07,16951982,100,1,-740,CF
OKLAHOMA,CF-2017-02163,2018-08-22,16951994,100,1,-572,CF
OKLAHOMA,CF-2017-02164,2017-06-26,16952004,50,1,-994,CF
OKLAHOMA,CF-2017-02164,2018-02-01,16952011,45,1,-774,CF
OKLAHOMA,CF-2017-02166,2019-10-21,16952018,90,1,-147,CF
OKLAHOMA,CF-2017-02166,2020-10-29,16952024,100,1,227,CF
OKLAHOMA,CF-2017-02168,2017-04-25,16952384,260,2,-1056,CF
OKLAHOMA,CF-2017-02170,2017-06-21,16952400,50,1,-999,CF
OKLAHOMA,CF-2017-02171,2018-11-30,16952419,50,1,-472,CF
OKLAHOMA,CF-2017-02172,2017-08-23,16952432,100,1,-936,CF
OKLAHOMA,CF-2017-02174,2017-06-13,16952443,150,2,-1007,CF
OKLAHOMA,CF-2017-02176,2017-08-08,16952743,1050,2,-951,CF
OKLAHOMA,CF-2017-02177,2019-02-19,16953284,250,2,-391,CF
OKLAHOMA,CF-2017-02180,2017-11-09,16953313,200,2,-858,CF
OKLAHOMA,CF-2017-02181,2017-10-04,16953325,150,2,-894,CF
OKLAHOMA,CF-2017-02182,2017-10-02,16953335,50,1,-896,CF
OKLAHOMA,CF-2017-02183,2017-09-20,16953349,100,1,-908,CF
OKLAHOMA,CF-2017-02184,2017-12-14,16953362,45,1,-823,CF
OKLAHOMA,CF-2017-02185,2018-06-27,16953367,300,5,-628,CF
OKLAHOMA,CF-2017-02187,2018-03-06,16953391,150,2,-741,CF
OKLAHOMA,CF-2017-02188,2018-03-06,16953404,100,1,-741,CF
OKLAHOMA,CF-2017-02191,2017-11-06,16953443,30,1,-861,CF
OKLAHOMA,CF-2017-02192,2018-01-31,16953448,50,1,-775,CF
OKLAHOMA,CF-2017-02193,2020-01-28,16953459,255,3,-48,CF
OKLAHOMA,CF-2017-02195,2017-09-01,16953535,100,1,-927,CF
OKLAHOMA,CF-2017-02197,2018-12-11,16953558,1000,1,-461,CF
OKLAHOMA,CF-2017-02198,2017-05-11,16953571,45,1,-1040,CF
OKLAHOMA,CF-2017-02198,2018-01-11,16953580,50,1,-795,CF
OKLAHOMA,CF-2017-02199,2017-06-15,16953586,50,1,-1005,CF
OKLAHOMA,CF-2017-02200,2019-05-21,16953596,50,1,-300,CF
OKLAHOMA,CF-2017-02205,2018-11-30,16954337,50,1,-472,CF
OKLAHOMA,CF-2017-02207,2021-01-29,16954424,240,2,319,CF
OKLAHOMA,CF-2017-02209,2017-04-27,16954437,45,1,-1054,CF
OKLAHOMA,CF-2017-02211,2017-07-18,16954480,50,1,-972,CF
OKLAHOMA,CF-2017-02211,2018-04-04,16954491,50,1,-712,CF
OKLAHOMA,CF-2017-02211,2018-06-04,16954465,90,1,-651,CF
OKLAHOMA,CF-2017-02213,2019-10-02,16954521,100,1,-166,CF
OKLAHOMA,CF-2017-02213,2019-10-02,16954527,100,1,-166,CF
OKLAHOMA,CF-2017-02215,2018-01-17,16955120,50,1,-789,CF
OKLAHOMA,CF-2017-02215,2019-01-08,16955137,160,1,-433,CF
OKLAHOMA,CF-2017-02216,2017-05-11,16955155,50,1,-1040,CF
OKLAHOMA,CF-2017-02217,2018-06-27,16955163,50,1,-628,CF
OKLAHOMA,CF-2017-02218,2018-04-02,16955168,30,1,-714,CF
OKLAHOMA,CF-2017-02220,2017-04-25,16955205,100,1,-1056,CF
OKLAHOMA,CF-2017-02221,2018-08-24,16955219,100,1,-570,CF
OKLAHOMA,CF-2017-02226,2019-05-10,16955319,550,2,-311,CF
OKLAHOMA,CF-2017-02227,2018-02-14,16955326,100,1,-761,CF
OKLAHOMA,CF-2017-02228,2017-06-22,16955333,50,1,-998,CF
OKLAHOMA,CF-2017-02229,2019-06-17,16955337,100,1,-273,CF
OKLAHOMA,CF-2017-02230,2018-01-17,16955344,50,1,-789,CF
OKLAHOMA,CF-2017-02230,2018-06-27,16955372,100,1,-628,CF
OKLAHOMA,CF-2017-02231,2017-11-15,16955417,50,1,-852,CF
OKLAHOMA,CF-2017-02232,2018-07-16,16955424,100,1,-609,CF
OKLAHOMA,CF-2017-02233,2017-11-29,16955880,50,1,-838,CF
OKLAHOMA,CF-2017-02234,2017-12-11,16955892,50,1,-826,CF
OKLAHOMA,CF-2017-02235,2018-10-31,16955909,100,1,-502,CF
OKLAHOMA,CF-2017-02237,2017-05-04,16955923,100,1,-1047,CF
OKLAHOMA,CF-2017-02240,2017-06-05,16955989,300,1,-1015,CF
OKLAHOMA,CF-2017-02241,2017-06-21,16956008,50,1,-999,CF
OKLAHOMA,CF-2017-02242,2017-05-04,16956018,150,1,-1047,CF
OKLAHOMA,CF-2017-02242,2017-08-15,16956022,100,1,-944,CF
OKLAHOMA,CF-2017-02243,2017-12-13,16956029,1300,2,-824,CF
OKLAHOMA,CF-2017-02243,2017-12-13,16956046,300,1,-824,CF
OKLAHOMA,CF-2017-02243,2017-12-13,16956050,400,2,-824,CF
OKLAHOMA,CF-2017-02243,2018-12-19,16956063,15000,2,-453,CF
OKLAHOMA,CF-2017-02246,2018-09-21,16956655,30,1,-542,CF
OKLAHOMA,CF-2017-02248,2017-07-03,16956714,50,1,-987,CF
OKLAHOMA,CF-2017-02253,2017-10-20,16956790,50,1,-878,CF
OKLAHOMA,CF-2017-02254,2017-06-20,16956808,50,1,-1000,CF
OKLAHOMA,CF-2017-02255,2019-11-15,16956823,100,1,-122,CF
OKLAHOMA,CF-2017-02257,2018-01-05,16956849,250,1,-801,CF
OKLAHOMA,CF-2017-02258,2017-08-03,16956910,50,1,-956,CF
OKLAHOMA,CF-2017-02258,2018-09-17,16956900,45,1,-546,CF
OKLAHOMA,CF-2017-02259,2017-04-20,16956929,50,1,-1061,CF
OKLAHOMA,CF-2017-02260,2019-09-04,16956946,100,1,-194,CF
OKLAHOMA,CF-2017-02260,2019-09-04,16956951,100,1,-194,CF
OKLAHOMA,CF-2017-02266,2017-12-18,16957787,50,1,-819,CF
OKLAHOMA,CF-2017-02267,2018-08-13,16957813,50,1,-581,CF
OKLAHOMA,CF-2017-02269,2017-04-25,16957858,100,1,-1056,CF
OKLAHOMA,CF-2017-02271,2019-06-13,16957923,100,1,-277,CF
OKLAHOMA,CF-2017-02272,2018-06-27,16957947,100,1,-628,CF
OKLAHOMA,CF-2017-02273,2017-11-15,16957981,50,1,-852,CF
OKLAHOMA,CF-2017-02273,2019-04-26,16957973,500,1,-325,CF
OKLAHOMA,CF-2017-02274,2018-01-09,16957998,30,1,-797,CF
OKLAHOMA,CF-2017-02275,2019-08-14,16958054,50,1,-215,CF
OKLAHOMA,CF-2017-02276,2017-06-27,16958068,50,1,-993,CF
OKLAHOMA,CF-2017-02276,2017-07-13,16958063,50,1,-977,CF
OKLAHOMA,CF-2017-02276,2017-09-08,16958072,50,1,-920,CF
OKLAHOMA,CF-2017-02276,2018-08-15,16958069,50,1,-579,CF
OKLAHOMA,CF-2017-02277,2017-09-12,16958474,100,1,-916,CF
OKLAHOMA,CF-2017-02279,2019-04-02,16958516,50,1,-349,CF
OKLAHOMA,CF-2017-02280,2021-11-02,16958554,100,1,596,CF
OKLAHOMA,CF-2017-02283,2017-05-04,16959452,50,1,-1047,CF
OKLAHOMA,CF-2017-02289,2017-06-20,16959577,50,1,-1000,CF
OKLAHOMA,CF-2017-02290,2017-08-17,16959599,50,1,-942,CF
OKLAHOMA,CF-2017-02291,2017-06-07,16959605,50,1,-1013,CF
OKLAHOMA,CF-2017-02292,2017-07-26,16959615,100,1,-964,CF
OKLAHOMA,CF-2017-02293,2018-08-22,16959626,200,1,-572,CF
OKLAHOMA,CF-2017-02296,2017-06-26,16960021,50,1,-994,CF
OKLAHOMA,CF-2017-02297,2019-01-09,16960027,1000,1,-432,CF
OKLAHOMA,CF-2017-02299,2021-04-16,16960041,100,1,396,CF
OKLAHOMA,CF-2017-02301,2017-05-15,16960057,100,1,-1036,CF
OKLAHOMA,CF-2017-02302,2017-09-14,16960067,50,1,-914,CF
OKLAHOMA,CF-2017-02303,2017-06-15,16960084,50,1,-1005,CF
OKLAHOMA,CF-2017-02309,2017-08-30,16960155,30,1,-929,CF
OKLAHOMA,CF-2017-02310,2018-11-13,16960170,100,1,-489,CF
OKLAHOMA,CF-2017-02312,2017-06-28,16960190,50,1,-992,CF
OKLAHOMA,CF-2017-02313,2017-09-12,16960201,100,1,-916,CF
OKLAHOMA,CF-2017-02314,2017-06-13,16960211,50,1,-1007,CF
OKLAHOMA,CF-2017-02315,2018-04-04,16960221,50,1,-712,CF
OKLAHOMA,CF-2017-02319,2017-05-11,16961141,50,1,-1040,CF
OKLAHOMA,CF-2017-02323,2017-06-19,16961182,50,1,-1001,CF
OKLAHOMA,CF-2017-02324,2019-11-01,16961187,50,1,-136,CF
OKLAHOMA,CF-2017-02326,2017-07-03,16961229,50,1,-987,CF
OKLAHOMA,CF-2017-02328,2021-02-04,16961264,2500,1,325,CF
OKLAHOMA,CF-2017-02329,2017-06-07,16961271,100,1,-1013,CF
OKLAHOMA,CF-2017-02330,2021-10-27,16961278,100,1,590,CF
OKLAHOMA,CF-2017-02331,2018-03-23,16961292,50,1,-724,CF
OKLAHOMA,CF-2017-02332,2018-04-04,16961317,50,1,-712,CF
OKLAHOMA,CF-2017-02334,2018-05-14,16961579,100,1,-672,CF
OKLAHOMA,CF-2017-02335,2017-09-07,16961617,50,1,-921,CF
OKLAHOMA,CF-2017-02336,2018-07-18,16961640,50,1,-607,CF
OKLAHOMA,CF-2017-02337,2017-11-22,16961652,50,1,-845,CF
OKLAHOMA,CF-2017-02338,2020-12-03,16961696,100,1,262,CF
OKLAHOMA,CF-2017-02339,2019-03-20,16961715,100,1,-362,CF
OKLAHOMA,CF-2017-02340,2018-01-17,16961723,1000,1,-789,CF
OKLAHOMA,CF-2017-02342,2019-02-08,16961745,100,1,-402,CF
OKLAHOMA,CF-2017-02343,2018-10-05,16961751,50,1,-528,CF
OKLAHOMA,CF-2017-02345,2019-05-22,16962879,50,1,-299,CF
OKLAHOMA,CF-2017-02346,2017-05-04,16962932,1000,1,-1047,CF
OKLAHOMA,CF-2017-02349,2017-10-31,16963036,50,1,-867,CF
OKLAHOMA,CF-2017-02349,2018-06-18,16963028,100,1,-637,CF
OKLAHOMA,CF-2017-02350,2018-10-17,16963061,50,1,-516,CF
OKLAHOMA,CF-2017-02351,2018-03-23,16963724,100,1,-724,CF
OKLAHOMA,CF-2017-02352,2017-12-18,16963816,100,1,-819,CF
OKLAHOMA,CF-2017-02354,2019-01-25,16963944,100,1,-416,CF
OKLAHOMA,CF-2017-02355,2017-10-04,16963985,100,1,-894,CF
OKLAHOMA,CF-2017-02356,2017-12-13,16963997,100,1,-824,CF
OKLAHOMA,CF-2017-02357,2019-01-25,16964021,45,1,-416,CF
OKLAHOMA,CF-2017-02358,2019-10-18,16964037,100,1,-150,CF
OKLAHOMA,CF-2017-02361,2017-11-20,16964167,100,1,-847,CF
OKLAHOMA,CF-2017-02363,2018-05-24,16964203,45,1,-662,CF
OKLAHOMA,CF-2017-02364,2019-09-20,16964282,265,2,-178,CF
OKLAHOMA,CF-2017-02365,2019-03-20,16965114,50,1,-362,CF
OKLAHOMA,CF-2017-02368,2019-02-22,16965294,275,3,-388,CF
OKLAHOMA,CF-2017-02371,2017-05-04,16965328,80,1,-1047,CF
OKLAHOMA,CF-2017-02373,2017-05-11,16965348,100,1,-1040,CF
OKLAHOMA,CF-2017-02375,2017-05-11,16965368,220,2,-1040,CF
OKLAHOMA,CF-2017-02378,2019-03-13,16965431,120,1,-369,CF
OKLAHOMA,CF-2017-02379,2018-11-27,16965452,100,1,-475,CF
OKLAHOMA,CF-2017-02384,2017-05-18,16965531,50,1,-1033,CF
OKLAHOMA,CF-2017-02385,2017-08-21,16965532,100,1,-938,CF
OKLAHOMA,CF-2017-02386,2017-10-18,16965543,100,1,-880,CF
OKLAHOMA,CF-2017-02386,2017-11-01,16965537,50,1,-866,CF
OKLAHOMA,CF-2017-02388,2017-09-06,16966111,50,1,-922,CF
OKLAHOMA,CF-2017-02391,2018-01-31,16966135,50,1,-775,CF
OKLAHOMA,CF-2017-02392,2018-10-19,16966145,200,1,-514,CF
OKLAHOMA,CF-2017-02393,2018-03-07,16966155,50,1,-740,CF
OKLAHOMA,CF-2017-02397,2019-12-18,16966213,100,1,-89,CF
OKLAHOMA,CF-2017-02398,2017-07-11,16966222,1150,2,-979,CF
OKLAHOMA,CF-2017-02399,2017-05-17,16966239,100,1,-1034,CF
OKLAHOMA,CF-2017-02404,2017-11-27,16966269,55,2,-840,CF
OKLAHOMA,CF-2017-02405,2017-10-04,16966277,150,1,-894,CF
OKLAHOMA,CF-2017-02408,2017-08-17,16967135,90,1,-942,CF
OKLAHOMA,CF-2017-02410,2018-09-19,16967179,150,1,-544,CF
OKLAHOMA,CF-2017-02411,2017-06-28,16967198,50,1,-992,CF
OKLAHOMA,CF-2017-02412,2017-06-05,16967219,60,1,-1015,CF
OKLAHOMA,CF-2017-02414,2018-05-16,16967244,100,1,-670,CF
OKLAHOMA,CF-2017-02415,2018-04-10,16967252,100,1,-706,CF
OKLAHOMA,CF-2017-02416,2019-04-03,16967271,150,1,-348,CF
OKLAHOMA,CF-2017-02418,2019-03-06,16967305,45,1,-376,CF
OKLAHOMA,CF-2017-02419,2020-06-01,16967760,50,1,77,CF
OKLAHOMA,CF-2017-02420,2017-10-26,16968062,100,1,-872,CF
OKLAHOMA,CF-2017-02422,2018-11-15,16968120,100,1,-487,CF
OKLAHOMA,CF-2017-02423,2017-09-28,16968135,50,1,-900,CF
OKLAHOMA,CF-2017-02424,2019-06-12,16968269,50,1,-278,CF
OKLAHOMA,CF-2017-02427,2018-03-22,16968349,100,1,-725,CF
OKLAHOMA,CF-2017-02430,2017-10-11,16968392,50,1,-887,CF
OKLAHOMA,CF-2017-02432,2017-09-11,16968428,50,1,-917,CF
OKLAHOMA,CF-2017-02433,2019-08-08,16968451,50,1,-221,CF
OKLAHOMA,CF-2017-02434,2017-08-24,16968459,275,3,-935,CF
OKLAHOMA,CF-2017-02436,2017-05-12,16968477,100,1,-1039,CF
OKLAHOMA,CF-2017-02437,2019-03-14,16968499,100,1,-368,CF
OKLAHOMA,CF-2017-02438,2018-04-10,16968892,150,1,-706,CF
OKLAHOMA,CF-2017-02439,2017-08-02,16969014,35,1,-957,CF
OKLAHOMA,CF-2017-02444,2018-04-18,16969148,200,1,-698,CF
OKLAHOMA,CF-2017-02445,2018-01-03,16969157,100,1,-803,CF
OKLAHOMA,CF-2017-02446,2017-08-31,16969764,50,1,-928,CF
OKLAHOMA,CF-2017-02449,2017-06-22,16969819,150,2,-998,CF
OKLAHOMA,CF-2017-02454,2019-04-04,16969847,100,1,-347,CF
OKLAHOMA,CF-2017-02456,2018-12-03,16969868,100,1,-469,CF
OKLAHOMA,CF-2017-02456,2019-04-03,16969873,100,1,-348,CF
OKLAHOMA,CF-2017-02459,2018-09-21,16970880,50,1,-542,CF
OKLAHOMA,CF-2017-02460,2017-12-13,16970889,50,1,-824,CF
OKLAHOMA,CF-2017-02461,2019-04-17,16970900,100,1,-334,CF
OKLAHOMA,CF-2017-02462,2019-05-21,16970918,50,1,-300,CF
OKLAHOMA,CF-2017-02463,2017-06-01,16970962,45,1,-1019,CF
OKLAHOMA,CF-2017-02464,2017-12-13,16971414,50,1,-824,CF
OKLAHOMA,CF-2017-02465,2018-05-02,16971428,100,1,-684,CF
OKLAHOMA,CF-2017-02466,2018-11-14,16971434,750,1,-488,CF
OKLAHOMA,CF-2017-02468,2017-05-31,16971478,50,1,-1020,CF
OKLAHOMA,CF-2017-02469,2019-04-26,16971493,50,1,-325,CF
OKLAHOMA,CF-2017-02470,2018-01-03,16971513,100,1,-803,CF
OKLAHOMA,CF-2017-02476,2019-04-17,16971610,100,1,-334,CF
OKLAHOMA,CF-2017-02477,2017-06-20,16971631,45,1,-1000,CF
OKLAHOMA,CF-2017-02478,2018-11-28,16971642,50,1,-474,CF
OKLAHOMA,CF-2017-02480,2017-05-18,16972425,50,1,-1033,CF
OKLAHOMA,CF-2017-02481,2017-05-18,16972434,50,1,-1033,CF
OKLAHOMA,CF-2017-02482,2018-04-06,16972465,45,1,-710,CF
OKLAHOMA,CF-2017-02484,2018-03-23,16972480,50,1,-724,CF
OKLAHOMA,CF-2017-02488,2017-07-27,16972550,45,1,-963,CF
OKLAHOMA,CF-2017-02490,2020-01-08,16972571,100,1,-68,CF
OKLAHOMA,CF-2017-02490,2020-01-08,16972581,100,2,-68,CF
OKLAHOMA,CF-2017-02492,2018-01-17,16972945,50,1,-789,CF
OKLAHOMA,CF-2017-02493,2017-05-18,16972983,50,1,-1033,CF
OKLAHOMA,CF-2017-02498,2017-06-29,16974130,50,1,-991,CF
OKLAHOMA,CF-2017-02499,2018-01-31,16974143,90,1,-775,CF
OKLAHOMA,CF-2017-02501,2017-05-09,16974499,45,1,-1042,CF
OKLAHOMA,CF-2017-02503,2018-03-21,16974513,45,1,-726,CF
OKLAHOMA,CF-2017-02505,2017-11-27,16974520,100,1,-840,CF
OKLAHOMA,CF-2017-02506,2018-03-07,16974521,90,1,-740,CF
OKLAHOMA,CF-2017-02508,2017-05-09,16974965,45,1,-1042,CF
OKLAHOMA,CF-2017-02509,2017-11-01,16974970,50,1,-866,CF
OKLAHOMA,CF-2017-02510,2017-06-28,16974976,50,1,-992,CF
OKLAHOMA,CF-2017-02512,2017-09-27,16974994,50,1,-901,CF
OKLAHOMA,CF-2017-02517,2019-05-23,16975095,100,1,-298,CF
OKLAHOMA,CF-2017-02518,2018-04-18,16975106,100,1,-698,CF
OKLAHOMA,CF-2017-02520,2017-07-13,16975134,50,1,-977,CF
OKLAHOMA,CF-2017-02523,2020-08-25,16975192,50,1,162,CF
OKLAHOMA,CF-2017-02525,2017-11-01,16975220,100,1,-866,CF
OKLAHOMA,CF-2017-02527,2019-03-20,16975254,100,1,-362,CF
OKLAHOMA,CF-2017-02528,2020-09-22,16975273,650,13,190,CF
OKLAHOMA,CF-2017-02529,2017-06-27,16975293,100,1,-993,CF
OKLAHOMA,CF-2017-02529,2018-05-02,16975287,200,1,-684,CF
OKLAHOMA,CF-2017-02530,2019-01-09,16975403,100,1,-432,CF
OKLAHOMA,CF-2017-02533,2017-07-28,16975867,50,1,-962,CF
OKLAHOMA,CF-2017-02534,2017-11-14,16975895,400,1,-853,CF
OKLAHOMA,CF-2017-02537,2017-08-18,16976067,90,1,-941,CF
OKLAHOMA,CF-2017-02537,2017-08-18,16976074,100,1,-941,CF
OKLAHOMA,CF-2017-02537,2019-10-21,16976045,200,1,-147,CF
OKLAHOMA,CF-2017-02537,2021-04-23,16976060,250,1,403,CF
OKLAHOMA,CF-2017-02538,2018-02-15,16976811,100,1,-760,CF
OKLAHOMA,CF-2017-02539,2019-08-21,16976846,50,1,-208,CF
OKLAHOMA,CF-2017-02543,2018-07-25,16976900,200,1,-600,CF
OKLAHOMA,CF-2017-02549,2017-11-06,16977053,50,1,-861,CF
OKLAHOMA,CF-2017-02551,2019-03-13,16977088,200,1,-369,CF
OKLAHOMA,CF-2017-02552,2018-11-14,16977141,100,1,-488,CF
OKLAHOMA,CF-2017-02555,2018-04-04,16977753,100,1,-712,CF
OKLAHOMA,CF-2017-02556,2019-02-07,16977777,100,1,-403,CF
OKLAHOMA,CF-2017-02557,2018-05-31,16977941,50,1,-655,CF
OKLAHOMA,CF-2017-02558,2017-05-18,16977963,325,4,-1033,CF
OKLAHOMA,CF-2017-02559,2017-10-02,16977985,100,1,-896,CF
OKLAHOMA,CF-2017-02561,2018-04-04,16978021,100,1,-712,CF
OKLAHOMA,CF-2017-02563,2017-05-18,16978085,100,1,-1033,CF
OKLAHOMA,CF-2017-02563,2017-09-27,16978092,50,1,-901,CF
OKLAHOMA,CF-2017-02564,2017-09-15,16978113,100,1,-913,CF
OKLAHOMA,CF-2017-02567,2018-02-28,16978600,35,1,-747,CF
OKLAHOMA,CF-2017-02568,2018-01-03,16978640,1200,2,-803,CF
OKLAHOMA,CF-2017-02570,2018-11-28,16978719,275,3,-474,CF
OKLAHOMA,CF-2017-02571,2017-11-02,16978746,45,1,-865,CF
OKLAHOMA,CF-2017-02572,2018-12-19,16978774,100,1,-453,CF
OKLAHOMA,CF-2017-02573,2018-04-04,16978783,100,1,-712,CF
OKLAHOMA,CF-2017-02574,2018-11-30,16978801,90,1,-472,CF
OKLAHOMA,CF-2017-02575,2018-03-09,16978808,50,1,-738,CF
OKLAHOMA,CF-2017-02576,2017-10-03,16978816,200,2,-895,CF
OKLAHOMA,CF-2017-02579,2018-03-07,16978859,55,2,-740,CF
OKLAHOMA,CF-2017-02581,2017-07-24,16978883,50,1,-966,CF
OKLAHOMA,CF-2017-02582,2018-05-04,16979331,50,1,-682,CF
OKLAHOMA,CF-2017-02585,2019-09-03,16979359,130,1,-195,CF
OKLAHOMA,CF-2017-02586,2018-11-15,16979551,1000,2,-487,CF
OKLAHOMA,CF-2017-02588,2018-03-23,16979994,45,1,-724,CF
OKLAHOMA,CF-2017-02595,2017-10-26,16980378,80,1,-872,CF
OKLAHOMA,CF-2017-02597,2019-12-20,16980388,100,1,-87,CF
OKLAHOMA,CF-2017-02598,2017-08-09,16980399,50,1,-950,CF
OKLAHOMA,CF-2017-02600,2017-10-13,16980412,50,1,-885,CF
OKLAHOMA,CF-2017-02601,2018-02-16,16980428,100,1,-759,CF
OKLAHOMA,CF-2017-02602,2018-12-19,16980436,50,1,-453,CF
OKLAHOMA,CF-2017-02603,2017-09-26,16980450,100,1,-902,CF
OKLAHOMA,CF-2017-02603,2018-03-29,16980444,100,1,-718,CF
OKLAHOMA,CF-2017-02604,2019-06-03,16980468,50,1,-287,CF
OKLAHOMA,CF-2017-02604,2020-06-15,16980461,200,1,91,CF
OKLAHOMA,CF-2017-02606,2018-05-17,16980929,50,1,-669,CF
OKLAHOMA,CF-2017-02607,2020-09-09,16980952,1000,1,177,CF
OKLAHOMA,CF-2017-02608,2018-03-21,16980997,100,1,-726,CF
OKLAHOMA,CF-2017-02609,2017-07-24,16981071,100,1,-966,CF
OKLAHOMA,CF-2017-02610,2018-06-15,16981105,50,1,-640,CF
OKLAHOMA,CF-2017-02611,2017-09-27,16981150,50,1,-901,CF
OKLAHOMA,CF-2017-02611,2017-10-18,16981145,200,1,-880,CF
OKLAHOMA,CF-2017-02611,2018-10-05,16981131,200,1,-528,CF
OKLAHOMA,CF-2017-02612,2018-05-01,16981189,50,1,-685,CF
OKLAHOMA,CF-2017-02613,2019-05-08,16981362,50,1,-313,CF
OKLAHOMA,CF-2017-02617,2017-05-04,16981759,100,1,-1047,CF
OKLAHOMA,CF-2017-02618,2019-01-09,16981789,50,1,-432,CF
OKLAHOMA,CF-2017-02620,2017-11-21,16981804,300,1,-846,CF
OKLAHOMA,CF-2017-02621,2018-01-31,16981808,50,1,-775,CF
OKLAHOMA,CF-2017-02622,2018-10-16,16981823,50,1,-517,CF
OKLAHOMA,CF-2017-02623,2020-01-13,16981831,50,1,-63,CF
OKLAHOMA,CF-2017-02624,2017-08-07,16981841,50,1,-952,CF
OKLAHOMA,CF-2017-02625,2018-08-06,16981851,550,2,-588,CF
OKLAHOMA,CF-2017-02626,2017-11-07,16981854,50,1,-860,CF
OKLAHOMA,CF-2017-02627,2018-03-21,16981882,100,1,-726,CF
OKLAHOMA,CF-2017-02628,2017-12-07,16981898,35,1,-830,CF
OKLAHOMA,CF-2017-02631,2017-07-11,16982877,50,1,-979,CF
OKLAHOMA,CF-2017-02633,2017-08-14,16982929,50,1,-945,CF
OKLAHOMA,CF-2017-02635,2019-06-27,16982967,90,1,-263,CF
OKLAHOMA,CF-2017-02636,2017-05-25,16983079,50,1,-1026,CF
OKLAHOMA,CF-2017-02638,2017-05-18,16983096,35,1,-1033,CF
OKLAHOMA,CF-2017-02641,2017-10-31,16983132,100,1,-867,CF
OKLAHOMA,CF-2017-02642,2018-03-02,16983553,100,1,-745,CF
OKLAHOMA,CF-2017-02646,2017-12-20,16983593,50,1,-817,CF
OKLAHOMA,CF-2017-02647,2017-06-01,16983606,50,1,-1019,CF
OKLAHOMA,CF-2017-02649,2018-11-30,16983614,100,1,-472,CF
OKLAHOMA,CF-2017-02651,2019-12-04,16983624,100,1,-103,CF
OKLAHOMA,CF-2017-02653,2017-11-30,16983628,100,1,-837,CF
OKLAHOMA,CF-2017-02654,2018-04-04,16983637,75,1,-712,CF
OKLAHOMA,CF-2017-02655,2017-12-20,16983644,100,1,-817,CF
OKLAHOMA,CF-2017-02656,2019-01-23,16983661,100,1,-418,CF
OKLAHOMA,CF-2017-02659,2017-10-10,16983723,300,1,-888,CF
OKLAHOMA,CF-2017-02660,2018-01-24,16983752,100,1,-782,CF
OKLAHOMA,CF-2017-02660,2020-07-23,16983743,50,1,129,CF
OKLAHOMA,CF-2017-02662,2017-10-12,16983762,50,1,-886,CF
OKLAHOMA,CF-2017-02664,2018-01-08,16983769,50,1,-798,CF
OKLAHOMA,CF-2017-02665,2017-09-19,16983770,100,1,-909,CF
OKLAHOMA,CF-2017-02669,2017-12-14,16983804,50,1,-823,CF
OKLAHOMA,CF-2017-02671,2017-11-21,16983815,240,2,-846,CF
OKLAHOMA,CF-2017-02673,2019-10-18,16983826,200,1,-150,CF
OKLAHOMA,CF-2017-02674,2017-08-22,16983836,300,1,-937,CF
OKLAHOMA,CF-2017-02675,2018-09-19,16983840,50,1,-544,CF
OKLAHOMA,CF-2017-02676,2017-11-17,16983847,130,2,-850,CF
OKLAHOMA,CF-2017-02677,2017-11-03,16983854,90,1,-864,CF
OKLAHOMA,CF-2017-02679,2018-10-01,16985142,500,1,-532,CF
OKLAHOMA,CF-2017-02681,2018-06-13,16985169,100,1,-642,CF
OKLAHOMA,CF-2017-02682,2017-11-30,16985187,150,1,-837,CF
OKLAHOMA,CF-2017-02684,2018-03-07,16985196,45,1,-740,CF
OKLAHOMA,CF-2017-02685,2019-12-18,16985199,100,1,-89,CF
OKLAHOMA,CF-2017-02686,2018-10-19,16985210,150,1,-514,CF
OKLAHOMA,CF-2017-02690,2017-07-07,16985238,50,1,-983,CF
OKLAHOMA,CF-2017-02691,2018-04-09,16985258,50,1,-707,CF
OKLAHOMA,CF-2017-02693,2019-03-06,16985275,100,1,-376,CF
OKLAHOMA,CF-2017-02694,2017-07-07,16985283,50,1,-983,CF
OKLAHOMA,CF-2017-02695,2020-09-25,16985292,300,3,193,CF
